1 292 2
2 63 1
3 214 2
4 160 2
5 160 2
6 140 1
7 140 1
8 213 2
9 197 2
10 46 1
11 78 1
12 48 1
13 48 1
14 105 1
15 182 2
16 249 2
17 249 2
18 140 1
19 83 1
20 129 1
21 129 1
22 52 1
23 105 1
24 157 2
